Irad,Tout,Hair,Tair,Irad,Tout,Hair,Tair
0,-6,76.23333333,2.633333333,0,2.3,79.13333333,2.766666667
0,-5.7,76.53333333,2.633333333,0,2.9,78.5,3
0,-5.3,76.96666667,2.6,0,2.9,78.56666667,3.066666667
0,-5.6,77.13333333,2.6,0,2.8,78.23333333,3.2
0,-5,77.33333333,2.566666667,0,2.9,78.03333333,3.3
0,-4.8,77.43333333,2.566666667,0,2.6,78.5,3.4
0,-4.3,77.53333333,2.5,0,2.5,78.03333333,3.466666667
0,-4.7,77.6,2.5,0,2.4,77.73333333,3.5
0,-3.1,77.7,2.5,0,2.2,78.03333333,3.566666667
0,-0.1,78.4,2.6,0,2.3,77.66666667,3.6
0,1.1,78.63333333,2.666666667,0,2,77.46666667,3.6
0,2.3,79.13333333,2.766666667,0,1.5,77.56666667,3.6
0,2.9,78.5,3,0,0.7,77.6,3.6
0,2.9,78.56666667,3.066666667,0,0,77.4,3.5
0,2.8,78.23333333,3.2,0,-0.1,77.6,3.466666667
0,2.9,78.03333333,3.3,0,-0.6,77.7,3.4
0,2.6,78.5,3.4,0,-0.8,77.76666667,3.333333333
0,2.5,78.03333333,3.466666667,0,-0.8,78,3.25
0,2.4,77.73333333,3.5,0,-1.1,78.23333333,3.166666667
0,2.2,78.03333333,3.566666667,0,-2.3,78.13333333,3.066666667
0,2.3,77.66666667,3.6,0,-3.2,78.16666667,2.966666667
0,2,77.46666667,3.6,0,-3.9,78,2.866666667
0,1.5,77.56666667,3.6,0,-3.8,78.06666667,2.8
0,0.7,77.6,3.6,0,-4.5,78.03333333,2.666666667
0,0,77.4,3.5,0,-4.9,78.26666667,2.566666667
0,-0.1,77.6,3.466666667,0,-5,77.5,2.466666667
0,-0.6,77.7,3.4,0,-5.9,76.9,2.333333333
0,-0.8,77.76666667,3.333333333,0,-6.2,77.3,2.233333333
0,-0.8,78,3.25,0.079,-6.7,76.93333333,2.133333333
0,-1.1,78.23333333,3.166666667,0.869,-6.3,77.16666667,2.033333333
0,-2.3,78.13333333,3.066666667,3.318,-6.2,77.06666667,1.966666667
0,-3.2,78.16666667,2.966666667,8.453,-6,76.8,1.933333333
0,-3.9,78,2.866666667,17.143,-4.7,77.03333333,1.966666667
0,-3.8,78.06666667,2.8,42.739,-3.4,75.53333333,2.366666667
0,-4.5,78.03333333,2.666666667,68.414,-2.5,74.46666667,2.7
0,-4.9,78.26666667,2.566666667,95.353,-0.5,74.23333333,3.366666667
0,-5,77.5,2.466666667,121.581,0.8,73.46666667,4.066666667
0,-5.9,76.9,2.333333333,147.019,1.4,72.73333333,4.933333333
0,-6.2,77.3,2.233333333,168.112,1.7,69.06666667,6.133333333
0.079,-6.7,76.93333333,2.133333333,187.783,2.1,69.23333333,6.066666667
0.869,-6.3,77.16666667,2.033333333,208.165,2.4,68.83333333,6.733333333
3.318,-6.2,77.06666667,1.966666667,225.624,2.7,66.13333333,7.6
8.453,-6,76.8,1.933333333,243.162,3.1,64.8,8.433333333
17.143,-4.7,77.03333333,1.966666667,259.12,3.4,63.03333333,9.266666667
42.739,-3.4,75.53333333,2.366666667,273.735,3.6,60.96666667,10.06666667
68.414,-2.5,74.46666667,2.7,285.348,3.9,56.93333333,10.93333333
95.353,-0.5,74.23333333,3.366666667,294.117,4,53.4,11.73333333
121.581,0.8,73.46666667,4.066666667,304.308,4.2,49.33333333,12.46666667
147.019,1.4,72.73333333,4.933333333,312.998,4.4,47.33333333,13.1
168.112,1.7,69.06666667,6.133333333,323.189,4.5,45.9,13.7
187.783,2.1,69.23333333,6.066666667,330.536,4.7,44.53333333,14.26666667
208.165,2.4,68.83333333,6.733333333,339.226,4.8,42.06666667,14.8
225.624,2.7,66.13333333,7.6,342.149,4.9,40.93333333,15.46666667
243.162,3.1,64.8,8.433333333,345.072,5.1,38.96666667,16.23333333
259.12,3.4,63.03333333,9.266666667,358.186,5.1,39.03333333,17
273.735,3.6,60.96666667,10.06666667,359.608,5.1,35.73333333,17.96666667
285.348,3.9,56.93333333,10.93333333,362.531,5.7,34.03333333,18.96666667
294.117,4,53.4,11.73333333,365.454,5.9,35.76666667,19.5
304.308,4.2,49.33333333,12.46666667,366.876,5.8,33.96666667,20.53333333
312.998,4.4,47.33333333,13.1,371.3,5.7,32.56666667,21.16666667
323.189,4.5,45.9,13.7,366.876,5.7,31.1,21.53333333
330.536,4.7,44.53333333,14.26666667,362.531,5.8,33.3,21.7
339.226,4.8,42.06666667,14.8,361.109,5.9,32.36666667,21.76666667
342.149,4.9,40.93333333,15.46666667,359.608,6,30.06666667,22.2
345.072,5.1,38.96666667,16.23333333,359.608,6.1,32.13333333,22.5
358.186,5.1,39.03333333,17,353.762,6.5,30.93333333,22.56666667
359.608,5.1,35.73333333,17.96666667,347.995,6.2,27.3,22.7
362.531,5.7,34.03333333,18.96666667,343.571,6.1,30.06666667,22.26666667
365.454,5.9,35.76666667,19.5,336.303,6.3,30.33333333,21.8
366.876,5.8,33.96666667,20.53333333,329.035,6.3,30.33333333,21.63333333
371.3,5.7,32.56666667,21.16666667,321.767,6.4,28.9,21.83333333
366.876,5.7,31.1,21.53333333,311.576,6.3,29.46666667,21.76666667
362.531,5.8,33.3,21.7,302.807,6.2,26.93333333,21.6
361.109,5.9,32.36666667,21.76666667,291.194,6.4,29.1,21.23333333
359.608,6,30.06666667,22.2,275.157,6.5,29.63333333,20.93333333
359.608,6.1,32.13333333,22.5,259.12,6.4,28.53333333,20
353.762,6.5,30.93333333,22.56666667,241.661,6,29.3,18.96666667
347.995,6.2,27.3,22.7,224.202,6.1,31.06666667,18.33333333
343.571,6.1,30.06666667,22.26666667,202.398,6,32.66666667,17.5
336.303,6.3,30.33333333,21.8,183.438,6.1,34.16666667,16.4
329.035,6.3,30.33333333,21.63333333,154.287,5.9,36.46666667,15.46666667
321.767,6.4,28.9,21.83333333,132.483,5.6,37.3,14.6
311.576,6.3,29.46666667,21.76666667,106.255,5.4,38.9,13.76666667
302.807,6.2,26.93333333,21.6,46.373,5.3,40.76666667,12.86666667
291.194,6.4,29.1,21.23333333,24.569,5,42.86666667,11.93333333
275.157,6.5,29.63333333,20.93333333,14.694,4.3,46.33333333,11.06666667
259.12,6.4,28.53333333,20,7.505,3.8,48.8,10.5
241.661,6,29.3,18.96666667,2.923,3.2,49.6,10.03333333
224.202,6.1,31.06666667,18.33333333,0.632,2.6,50.86666667,9.433333333
202.398,6,32.66666667,17.5,0.079,2.3,53.16666667,8.9
183.438,6.1,34.16666667,16.4,0,2.1,53.8,8.4
154.287,5.9,36.46666667,15.46666667,0,1.8,56.53333333,7.766666667
132.483,5.6,37.3,14.6,0,1.5,59.7,7.566666667
106.255,5.4,38.9,13.76666667,0,0.7,61.83333333,7.2
46.373,5.3,40.76666667,12.86666667,0,-0.4,63.63333333,6.766666667
24.569,5,42.86666667,11.93333333,0,-0.7,64,6.5
14.694,4.3,46.33333333,11.06666667,0,0.2,65.4,6.233333333
7.505,3.8,48.8,10.5,0,0.5,66.03333333,6.1
2.923,3.2,49.6,10.03333333,0,0.6,66.66666667,5.933333333
0.632,2.6,50.86666667,9.433333333,0,0.5,66.86666667,5.8
0.079,2.3,53.16666667,8.9,0,0.2,67.76666667,5.6
0,2.1,53.8,8.4,0,-0.2,68.66666667,5.4
0,1.8,56.53333333,7.766666667,0,-1,69.33333333,5.233333333
0,1.5,59.7,7.566666667,0,-1.9,69.56666667,5.066666667
0,0.7,61.83333333,7.2,0,-2.7,70.33333333,4.933333333
0,-0.4,63.63333333,6.766666667,0,-3.1,70.86666667,4.766666667
0,-0.7,64,6.5,0,-3.5,70.76666667,4.666666667
0,0.2,65.4,6.233333333,0,-3.7,70.83333333,4.466666667
0,0.5,66.03333333,6.1,0,-4.3,71.2,4.366666667
0,0.6,66.66666667,5.933333333,0,-4.7,71.53333333,4.233333333
0,0.5,66.86666667,5.8,0,-4.8,72.13333333,4.1
0,0.2,67.76666667,5.6,0,-4.6,72.26666667,4
0,-0.2,68.66666667,5.4,0,-4.8,72.66666667,3.9
0,-1,69.33333333,5.233333333,0,-5.3,72.6,3.766666667
0,-1.9,69.56666667,5.066666667,0,-5.9,72.66666667,3.7
0,-2.7,70.33333333,4.933333333,0,-6.2,72.93333333,3.566666667
0,-3.1,70.86666667,4.766666667,0,-6.5,73.2,3.466666667
0,-3.5,70.76666667,4.666666667,0,-6.6,73.53333333,3.366666667
0,-3.7,70.83333333,4.466666667,0,-6.2,73.8,3.4
0,-4.3,71.2,4.366666667,0,-6,74.26666667,3.3
0,-4.7,71.53333333,4.233333333,0,-6,74.26666667,3.2
0,-4.8,72.13333333,4.1,0,-6,74.4,3.166666667
0,-4.6,72.26666667,4,0,-5.9,74.5,3.066666667
0,-4.8,72.66666667,3.9,0,-6.3,74.53333333,3.066666667
0,-5.3,72.6,3.766666667,0,-6.7,74.56666667,2.966666667
0,-5.9,72.66666667,3.7,0,-6.5,74.46666667,2.933333333
0,-6.2,72.93333333,3.566666667,0,-7,74.73333333,2.8
0,-6.5,73.2,3.466666667,0,-7.3,74.93333333,2.766666667
0,-6.6,73.53333333,3.366666667,0,-7.5,75,2.7
0,-6.2,73.8,3.4,0,-7.6,74.63333333,2.7
0,-6,74.26666667,3.3,0,-7.5,74.73333333,2.6
0,-6,74.26666667,3.2,0,-7.7,74.73333333,2.533333333
0,-6,74.4,3.166666667,0,-7.6,74.96666667,2.366666667
0,-5.9,74.5,3.066666667,0,-8,74.83333333,2.333333333
0,-6.3,74.53333333,3.066666667,0,-8.2,74.76666667,2.333333333
0,-6.7,74.56666667,2.966666667,0,-8.4,74.9,2.3
0,-6.5,74.46666667,2.933333333,0,-8.1,74.86666667,2.3
0,-7,74.73333333,2.8,0,-8,75.06666667,2.2
0,-7.3,74.93333333,2.766666667,0,-8.3,75.13333333,2.166666667
0,-7.5,75,2.7,0,-8.5,74.9,2.1
0,-7.6,74.63333333,2.7,0,-8.8,74.8,1.966666667
0,-7.5,74.73333333,2.6,0,-8.8,74.93333333,1.966666667
0,-7.7,74.73333333,2.533333333,0,-8.7,75,1.933333333
0,-7.6,74.96666667,2.366666667,0,-9.2,75.23333333,1.866666667
0,-8,74.83333333,2.333333333,0,-9,75.03333333,1.766666667
0,-8.2,74.76666667,2.333333333,0,-8.8,75.06666667,1.766666667
0,-8.4,74.9,2.3,0,-9.1,75.36666667,1.7
0,-8.1,74.86666667,2.3,0,-9.5,75.2,1.666666667
0,-8,75.06666667,2.2,0,-9.8,75.46666667,1.633333333
0,-8.3,75.13333333,2.166666667,0,-9.8,75.5,1.566666667
0,-8.5,74.9,2.1,0,-9.5,75.63333333,1.533333333
0,-8.8,74.8,1.966666667,0,-9.6,75.63333333,1.533333333
0,-8.8,74.93333333,1.966666667,0,-9.8,75.66666667,1.466666667
0,-8.7,75,1.933333333,0,-10.1,75.73333333,1.433333333
0,-9.2,75.23333333,1.866666667,0,-10.2,75.9,1.4
0,-9,75.03333333,1.766666667,0,-10.1,75.96666667,1.366666667
0,-8.8,75.06666667,1.766666667,0,-10.4,76,1.3
0,-9.1,75.36666667,1.7,0,-10.2,75.96666667,1.266666667
0,-9.5,75.2,1.666666667,0,-10,76.16666667,1.233333333
0,-9.8,75.46666667,1.633333333,0,-10,75.9,1.2
0,-9.8,75.5,1.566666667,0,-10.1,76,1.166666667
0,-9.5,75.63333333,1.533333333,0,-10.1,75.96666667,1.133333333
0,-9.6,75.63333333,1.533333333,0,-10.1,76.1,1.066666667
0,-9.8,75.66666667,1.466666667,0,-10.1,76.2,1.066666667
0,-10.1,75.73333333,1.433333333,0,-10.4,76.1,1
0,-10.2,75.9,1.4,0,-10.1,76.23333333,1
0,-10.1,75.96666667,1.366666667,0,-10.2,76.23333333,0.966666667
0,-10.4,76,1.3,0,-10.2,76.33333333,0.9
0,-10.2,75.96666667,1.266666667,0,-10.3,76.4,0.9
0,-10,76.16666667,1.233333333,0,-10.1,76.6,0.866666667
0,-10,75.9,1.2,0,-10.1,76.63333333,0.833333333
0,-10.1,76,1.166666667,0,-10.1,76.73333333,0.8
0,-10.1,75.96666667,1.133333333,0.079,-10.4,76.5,0.8
0,-10.1,76.1,1.066666667,0.948,-10.7,76.7,0.8
0,-10.1,76.2,1.066666667,3.476,-10.3,76.4,0.733333333
0,-10.4,76.1,1,8.453,-10.4,76.76666667,0.7
0,-10.1,76.23333333,1,16.985,-10.4,76.6,0.833333333
0,-10.2,76.23333333,0.966666667,39.658,-10.3,75.7,1.166666667
0,-10.2,76.33333333,0.9,63.674,-9.9,75.23333333,1.7
0,-10.3,76.4,0.9,89.507,-9.1,74.56666667,2.133333333
0,-10.1,76.6,0.866666667,115.024,-8.1,72.4,2.666666667
0,-10.1,76.63333333,0.833333333,140.462,-7.1,71.56666667,3.2
0,-10.1,76.73333333,0.8,161.555,-6.2,71.63333333,4.066666667
0.079,-10.4,76.5,0.8,181.226,-5,71.6,4.3
0.948,-10.7,76.7,0.8,199.475,-2.8,71.43333333,4.833333333
3.476,-10.3,76.4,0.733333333,216.934,-2.8,71.4,5.533333333
8.453,-10.4,76.76666667,0.7,232.971,-2,71.2,6.233333333
16.985,-10.4,76.6,0.833333333,250.43,-1.2,69.86666667,7.033333333
39.658,-10.3,75.7,1.166666667,264.966,-1.8,68.23333333,7.833333333
63.674,-9.9,75.23333333,1.7,276.658,-1.5,67.76666667,8.833333333
89.507,-9.1,74.56666667,2.133333333,286.849,-1.2,66.96666667,9.8
115.024,-8.1,72.4,2.666666667,297.04,-0.5,65.26666667,10.76666667
140.462,-7.1,71.56666667,3.2,307.231,0.1,64.26666667,11.5
161.555,-6.2,71.63333333,4.066666667,315.921,0.9,62.33333333,12.23333333
181.226,-5,71.6,4.3,324.69,1.2,61.7,12.93333333
199.475,-2.8,71.43333333,4.833333333,327.613,1.9,59.63333333,13.7
216.934,-2.8,71.4,5.533333333,336.303,1.7,57.73333333,14.46666667
232.971,-2,71.2,6.233333333,342.149,2.6,57.03333333,15.26666667
250.43,-1.2,69.86666667,7.033333333,347.995,2.7,54.36666667,16.13333333
264.966,-1.8,68.23333333,7.833333333,349.417,2.1,52.1,17.13333333
276.658,-1.5,67.76666667,8.833333333,352.34,2.8,50.33333333,18.13333333
286.849,-1.2,66.96666667,9.8,353.762,3,48.56666667,18.8
297.04,-0.5,65.26666667,10.76666667,359.608,3.2,45.96666667,19.8
307.231,0.1,64.26666667,11.5,355.263,3.8,44.96666667,20.53333333
315.921,0.9,62.33333333,12.23333333,353.762,3.8,44.53333333,20.96666667
324.69,1.2,61.7,12.93333333,359.608,4.4,43.86666667,21.26666667
327.613,1.9,59.63333333,13.7,353.762,4.2,43.36666667,21.5
336.303,1.7,57.73333333,14.46666667,353.762,5,41.73333333,21.8
342.149,2.6,57.03333333,15.26666667,361.109,4.5,40.46666667,22.26666667
347.995,2.7,54.36666667,16.13333333,297.04,4.4,41.16666667,22
349.417,2.1,52.1,17.13333333,362.531,4.3,40.83333333,21.53333333
352.34,2.8,50.33333333,18.13333333,343.571,5,40.1,22.13333333
353.762,3,48.56666667,18.8,321.767,5.5,39.8,21.83333333
359.608,3.2,45.96666667,19.8,308.653,5.3,39.76666667,21.76666667
355.263,3.8,44.96666667,20.53333333,295.539,5.2,39.3,21.86666667
353.762,3.8,44.53333333,20.96666667,279.502,5.7,38.23333333,21.8
359.608,4.4,43.86666667,21.26666667,173.247,4.6,38.73333333,21.5
353.762,4.2,43.36666667,21.5,141.173,4.7,39.6,20.43333333
353.762,5,41.73333333,21.8,102.621,4.9,42.56666667,18.86666667
361.109,4.5,40.46666667,22.26666667,231.47,4.6,42.96666667,18.5
297.04,4.4,41.16666667,22,186.361,5.9,43.9,17.96666667
362.531,4.3,40.83333333,21.53333333,192.207,4.7,45.2,17.53333333
343.571,5,40.1,22.13333333,176.881,4.4,45.83333333,17
321.767,5.5,39.8,21.83333333,149.231,4.9,48.23333333,16.23333333
308.653,5.3,39.76666667,21.76666667,118.658,5.2,48.5,15.53333333
295.539,5.2,39.3,21.86666667,70.942,4.8,51.73333333,14.86666667
279.502,5.7,38.23333333,21.8,70.231,4,52.6,14
173.247,4.6,38.73333333,21.5,38.947,3.9,54.4,13.16666667
141.173,4.7,39.6,20.43333333,24.332,3.4,57.26666667,12.16666667
102.621,4.9,42.56666667,18.86666667,13.667,2.8,59.03333333,11.36666667
231.47,4.6,42.96666667,18.5,6.32,2.3,59.9,10.7
186.361,5.9,43.9,17.96666667,2.133,1.8,61.03333333,10.13333333
192.207,4.7,45.2,17.53333333,0.474,1,62.2,9.466666667
176.881,4.4,45.83333333,17,0,-0.1,63.6,8.8
149.231,4.9,48.23333333,16.23333333,0,-0.6,66.26666667,8.266666667
118.658,5.2,48.5,15.53333333,0,-1.4,66.1,7.8
70.942,4.8,51.73333333,14.86666667,0,-2.2,68.03333333,7.333333333
70.231,4,52.6,14,0,-2.8,69.4,6.966666667
38.947,3.9,54.4,13.16666667,0,-3.2,69.96666667,6.6
24.332,3.4,57.26666667,12.16666667,0,-3.3,70.53333333,6.233333333
13.667,2.8,59.03333333,11.36666667,0,-3.4,71.16666667,6
