Irad,Tout,Hair,Tair,Irad,Tout,Hair,Tair
102.0601,28.5,53.4,40.7,143.5746,31.3,52.4,37.4
131.1005,28.7,48.6,40.9,125.4362,31.5,53,37.1
120.7831,28.8,49,41.1,178.3978,32.3,52.7,37.5
124.0616,30,46,41.4,186.1319,32.4,51.3,37.8
157.7709,29.2,45.4,41.9,115.656,32.8,54.9,36.7
104.0904,30.6,50.5,42,135.8958,32.6,53.5,36.9
131.7957,30.6,44.9,41.9,104.0904,33.1,54.5,36.5
140.7148,30.7,49,41.9,141.7734,33,54.2,36.5
123.6271,31,46.9,42.4,137.0729,34.5,54.2,36.7
149.1915,30.9,43.6,42.8,132.1117,33.7,53.8,36.8
203.7647,31.5,47.4,39.8,122.7107,35.4,54.3,36.9
109.9917,32.4,51.6,37.6,109.6046,32.8,53.8,36.8
143.5746,31.3,52.4,37.4,111.0266,33.6,53.8,36.8
125.4362,31.5,53,37.1,115.9167,33.7,52.6,37.2
178.3978,32.3,52.7,37.5,109.5335,34.8,52.3,37.3
186.1319,32.4,51.3,37.8,98.5446,34.3,52.3,37.3
115.656,32.8,54.9,36.7,87.7058,36.1,53.4,37.1
135.8958,32.6,53.5,36.9,92.3747,34.7,54,37.1
104.0904,33.1,54.5,36.5,86.426,36,54.3,36.8
141.7734,33,54.2,36.5,81.9467,36,54.6,36.7
137.0729,34.5,54.2,36.7,77.8466,35,55.2,36.5
132.1117,33.7,53.8,36.8,74.9789,35.9,56.6,36.1
122.7107,35.4,54.3,36.9,65.2224,34.2,57.3,36
109.6046,32.8,53.8,36.8,62.6944,34.6,58.4,35.6
111.0266,33.6,53.8,36.8,54.1387,34.8,58.9,35.3
115.9167,33.7,52.6,37.2,47.8266,34.4,59.4,35
109.5335,34.8,52.3,37.3,39.8713,34.4,60.6,34.9
98.5446,34.3,52.3,37.3,33.3459,34,61.5,34.5
87.7058,36.1,53.4,37.1,17.7987,34.1,62.5,34.3
92.3747,34.7,54,37.1,14.141,34,65.1,33.8
86.426,36,54.3,36.8,13.2483,34.6,65.8,33.5
81.9467,36,54.6,36.7,11.6367,34.3,66.5,33.3
77.8466,35,55.2,36.5,8.3819,34.6,66.6,33.2
74.9789,35.9,56.6,36.1,1.8723,33.2,67.9,33
65.2224,34.2,57.3,36,0.2133,32.6,69.3,32.2
62.6944,34.6,58.4,35.6,0.0237,33.1,78,30.6
54.1387,34.8,58.9,35.3,0,32.1,79.4,30
47.8266,34.4,59.4,35,0,32.1,80.7,29.7
39.8713,34.4,60.6,34.9,0,32.5,85.4,29.1
33.3459,34,61.5,34.5,0,32.1,85.7,28.9
17.7987,34.1,62.5,34.3,0,32.1,85.9,28.9
14.141,34,65.1,33.8,0,29.9,86.2,28.8
13.2483,34.6,65.8,33.5,0,27.8,87.6,28.6
11.6367,34.3,66.5,33.3,0,27.1,88.2,28.5
8.3819,34.6,66.6,33.2,0,27,87.4,28.5
1.8723,33.2,67.9,33,0,26.8,89.1,28.3
0.2133,32.6,69.3,32.2,0,27.1,89.7,28.3
0.0237,33.1,78,30.6,0,26.8,89.9,28.3
0,32.1,79.4,30,0,26.9,89.9,28.3
0,32.1,80.7,29.7,0,26.9,89.5,28.3
0,32.5,85.4,29.1,0,27.2,89.5,28.2
0,32.1,85.7,28.9,0,27.5,89.1,28.1
0,32.1,85.9,28.9,0,27.3,89.1,28.2
0,29.9,86.2,28.8,0,27.2,89.3,28.1
0,27.8,87.6,28.6,0,26.6,89.5,27.9
0,27.1,88.2,28.5,0,26.8,90,27.9
0,27,87.4,28.5,0,27,90.2,28
0,26.8,89.1,28.3,0,26.8,90.5,28
0,27.1,89.7,28.3,0,26.9,90.7,28
0,26.8,89.9,28.3,0,26.8,91.3,27.9
0,26.9,89.9,28.3,0,26.4,90.5,28
0,26.9,89.5,28.3,0,26.6,90.4,28
0,27.2,89.5,28.2,0,26.8,90.3,28
0,27.5,89.1,28.1,0,27,90,28
0,27.3,89.1,28.2,0,27.1,90.1,27.9
0,27.2,89.3,28.1,0,27,90.1,27.9
0,26.6,89.5,27.9,0,27.2,90.5,27.7
0,26.8,90,27.9,0,27,90.3,27.9
0,27,90.2,28,0,26.8,89.9,27.8
0,26.8,90.5,28,0,26.7,90.2,27.7
0,26.9,90.7,28,0,27,90.5,27.7
0,26.8,91.3,27.9,0,26.8,91,27.6
0,26.4,90.5,28,0,27,90.4,27.7
0,26.6,90.4,28,0,27.1,90.5,27.7
0,26.8,90.3,28,0,26.8,91.1,27.5
0,27,90,28,0,26.7,90.8,27.6
0,27.1,90.1,27.9,0,26.8,91.1,27.6
0,27,90.1,27.9,0,26.7,91.2,27.5
0,27.2,90.5,27.7,0,26.7,91.5,27.5
0,27,90.3,27.9,0,26.8,91.3,27.4
0,26.8,89.9,27.8,0,26.8,90.6,27.4
0,26.7,90.2,27.7,0,26.8,91.6,27.4
0,27,90.5,27.7,0,26.8,91.9,27.3
0,26.8,91,27.6,0,26.9,91.9,27.3
0,27,90.4,27.7,0,27.1,92,27.3
0,27.1,90.5,27.7,0,26.6,91.7,27.3
0,26.8,91.1,27.5,0,26.6,91.4,27.3
0,26.7,90.8,27.6,0,26.6,91.8,27.2
0,26.8,91.1,27.6,0,26.2,91.7,27.1
0,26.7,91.2,27.5,0,26.2,91.5,27.1
0,26.7,91.5,27.5,0,26.4,91.2,27.1
0,26.8,91.3,27.4,0,26.7,90.8,27
0,26.8,90.6,27.4,0,26.2,91.2,26.9
0,26.8,91.6,27.4,0,26.3,92.1,26.8
0,26.8,91.9,27.3,0,26.3,92.6,26.9
0,26.9,91.9,27.3,0,26.2,92.8,26.9
0,27.1,92,27.3,0.0474,26.1,92.9,26.9
0,26.6,91.7,27.3,0.5056,25.8,92.5,26.9
0,26.6,91.4,27.3,2.0224,26.1,91.8,26.9
0,26.6,91.8,27.2,4.5741,26,92,26.8
0,26.2,91.7,27.1,8.4293,25.7,91.5,26.8
0,26.2,91.5,27.1,13.7302,25.8,90.6,27.1
0,26.4,91.2,27.1,30.6915,26.2,88.3,27.8
0,26.7,90.8,27,22.1358,26.1,87.6,27.9
0,26.2,91.2,26.9,42.4072,26.2,86.7,28.3
0,26.3,92.1,26.8,86.11,26.2,83.8,29.2
0,26.3,92.6,26.9,104.596,25.9,81.7,29.9
0,26.2,92.8,26.9,58.3573,26.3,81.9,30
0.0474,26.1,92.9,26.9,61.0275,26.1,81.2,30
0.5056,25.8,92.5,26.9,69.0065,26.1,78.9,30.2
2.0224,26.1,91.8,26.9,81.1014,26.4,79,30.7
4.5741,26,92,26.8,86.8131,26.6,75.2,31.1
8.4293,25.7,91.5,26.8,92.6907,26.8,73.7,31.8
13.7302,25.8,90.6,27.1,96.8619,27.3,71.4,32.4
30.6915,26.2,88.3,27.8,91.482,27.2,68.6,32.8
22.1358,26.1,87.6,27.9,93.457,27.4,67.8,32.8
42.4072,26.2,86.7,28.3,93.7256,27.8,66.3,33.2
86.11,26.2,83.8,29.2,93.8204,28,65.5,33.4
104.596,25.9,81.7,29.9,85.8493,28.2,65.8,33.4
58.3573,26.3,81.9,30,92.351,28.3,64.9,33.7
61.0275,26.1,81.2,30,105.7968,29,64,34.1
69.0065,26.1,78.9,30.2,96.5933,29.3,63.8,34.2
81.1014,26.4,79,30.7,122.6396,29.4,62.9,34.7
86.8131,26.6,75.2,31.1,141.5285,29.7,60.1,35.3
92.6907,26.8,73.7,31.8,144.6411,29.7,59.1,35.7
96.8619,27.3,71.4,32.4,146.4186,29.9,57.1,36.2
91.482,27.2,68.6,32.8,144.4199,30.4,58.1,35.9
93.457,27.4,67.8,32.8,149.9657,30.4,57.3,36.1
93.7256,27.8,66.3,33.2,152.4226,30.9,55.3,36.6
93.8204,28,65.5,33.4,152.3752,31,56.3,37.1
85.8493,28.2,65.8,33.4,157.0441,31.4,54.9,37.2
92.351,28.3,64.9,33.7,163.9408,32,53.6,37.6
105.7968,29,64,34.1,163.6485,31.3,51.6,38
96.5933,29.3,63.8,34.2,169.8895,32,50.8,38.4
122.6396,29.4,62.9,34.7,167.2904,32.3,49.1,38.9
141.5285,29.7,60.1,35.3,171.6512,33,48.7,38.8
144.6411,29.7,59.1,35.7,173.0021,32.4,49,39.1
146.4186,29.9,57.1,36.2,117.4098,33,48.3,39.1
144.4199,30.4,58.1,35.9,119.1478,34,47.8,39.3
149.9657,30.4,57.3,36.1,172.5202,33.6,48.1,39.1
152.4226,30.9,55.3,36.6,170.6637,34.2,47,39.5
152.3752,31,56.3,37.1,93.6545,34.1,47.9,38.9
157.0441,31.4,54.9,37.2,77.0487,34.5,49.7,38.5
163.9408,32,53.6,37.6,182.8297,33.8,48.2,38.7
163.6485,31.3,51.6,38,74.8841,34.7,47.2,39.2
